n,m,range,seed,mean,variance,period,chi,kp,km
6398,98436,92038,2872,2142388470.9574,1540408048274923131.7098,92039,9.2535,0.0023,0.000
11590,102773,91183,4756,2144558059.493,1529297766701707866.3615,91184,10.9005,0.0036,0.0014
23444,115262,91818,7079,2148371161.7189,1541174340441094544.4757,91819,5.8913,0.0015,0.0016
14957,33313,18356,31290,2167316859.8082,1530865713079423023.2944,18357,12.8033,0.0002,0.0091
16505,107110,90605,8471,2148845322.2405,1539500275175969985.8074,90606,9.541,0.0016,0.0021
12564,65598,53034,25420,2159522922.7149,1542742698720320612.1119,53035,19.1322,0.0001,0.0056
24279,105613,81334,10162,2147162469.345,1538622975576440557.1509,81335,10.0344,0.0021,0.0015
21077,82377,61300,28525,2146560984.9308,1530621758487795831.4933,61301,5.3942,0.0035,0.0021
5729,94818,89089,26653,2147852022.7196,1542627695868147581.1776,89090,4.6949,0.0015,0.0017
3996,16946,12950,8987,2142649962.2262,1556946007179416292.3821,12951,8.1943,0.0063,0.0042
3946,24583,20637,20228,2134733967.9318,1526212885424234013.58,20638,7.937,0.0063,0.0012
15487,43294,27807,27738,2138774123.6956,1536759551971644370.8377,27808,9.1565,0.0042,0.0007
19246,69158,49912,30460,2152312116.8886,1521513691426883418.9136,49913,10.2067,0.0024,0.0048
26793,59328,32535,28885,2140660723.2728,1529984394474529216.2053,32536,3.8614,0.0038,0.0011
20466,54220,33754,16205,2142479353.0069,1536187728916646843.9651,33755,11.3824,0.0045,0.0013
2464,34489,32025,12188,2151658366.6112,1532771947132915344.51,32026,2.9021,0.0016,0.0041
30353,95642,65289,30960,2157666236.3722,1544278377249310556.5874,65290,8.1649,0.0007,0.0049
4731,87472,82741,5360,2144557906.4233,1539220821586162130.9618,82742,8.9491,0.0032,0.0019
27269,33403,6134,30472,2166709855.1817,1550136970157892629.0778,6135,8.4727,0.0027,0.0152
2748,53272,50524,4513,2141712002.7135,1544884786674689360.3771,50525,5.8226,0.0034,0.0017
1579,49040,47461,18260,2149943346.1376,1538990671660687845.4537,47462,2.3249,0.0011,0.0022
9663,64451,54788,30157,2145647787.7136,1551798940338599351.9685,54789,15.0757,0.0036,0.0028
12663,108883,96220,22801,2147560901.8766,1541503831652803423.0224,96221,3.3956,0.0015,0.0016
17331,77531,60200,25215,2137670805.0238,1538880157220147800.3551,60201,8.8261,0.0045,0.0008
9979,61020,51041,23787,2138039550.6659,1546371199742215524.7604,51042,27.919,0.0074,0.0019
26611,78117,51506,14297,2145022480.8589,1540060321383494459.7427,51507,9.4251,0.003,0.0014
10490,55164,44674,4452,2139904764.2054,1534559865169818015.3538,44675,7.2828,0.0042,0.0013
24047,110241,86194,16512,2145924584.666,1526666447267783279.0115,86195,13.647,0.0028,0.0021
21656,121152,99496,6576,2146254082.9794,1534377438184039303.4751,99497,1.6866,0.0014,0.0007
11282,50052,38770,2908,2148380038.592,1531248802637919404.5639,38771,8.0342,0.0021,0.0033
26527,47230,20703,13997,2135213464.2666,1528644157120482035.5943,20704,4.1134,0.0079,0.0005
23516,37624,14108,2287,2128317280.9872,1540688155417361871.5929,14109,9.359,0.0077,0.0004
12379,49459,37080,31742,2152767078.8201,1541517690224271636.7235,37081,11.5274,0.0021,0.0039
9271,30416,21145,18288,2183359318.1341,1534410180863139951.4392,21146,23.577,0.0004,0.0116
22122,89731,67609,3603,2142999008.8321,1546091987843781021.3283,67610,8.5571,0.0038,0.0016
12566,52299,39733,24297,2152058683.5363,1542904875979947528.4587,39734,4.0458,0.0015,0.0036
23421,44100,20679,15507,2158954899.0915,1538495359121290578.7624,20680,12.5752,0.0022,0.0072
10407,96910,86503,4948,2155312939.397,1544459145600376020.8853,86504,9.9986,0.0003,0.0045
13915,29390,15475,27419,2181145870.1487,1541525510004318443.5143,15476,19.9667,0.0002,0.0125
31288,41779,10491,12287,2197303998.3525,1518030014812490524.9232,10492,21.4126,0.0008,0.0187
20173,74284,54111,15488,2142672014.089,1536061919042018749.9918,54112,11.6548,0.0029,0.0007
11024,42184,31160,32257,2145379631.6618,1535144697962362404.099,31161,10.9812,0.0037,0.0028
18951,36225,17274,25381,2143195073.3592,1535983423208684944.4261,17275,3.2546,0.0033,0.002
21080,87473,66393,22564,2141343882.3875,1543726125497292758.8956,66394,8.4597,0.0038,0.0009
17516,64013,46497,22457,2132263586.7608,1539252854015624718.0328,46498,15.0945,0.0069,0.000
205,71646,71441,20850,2144573519.1361,1545436944927915644.4003,71442,22.9575,0.0034,0.0019
18297,85544,67247,4217,2147845777.7631,1532255968042391975.3442,67248,14.1508,0.002,0.0021
13933,76705,62772,2650,2141581369.5169,1539820516975074730.446,62773,9.4113,0.0027,0.0004
22340,76832,54492,27711,2142403185.4862,1529792025327240828.0524,54493,9.5947,0.0035,0.0012
24914,98204,73290,31534,2148685982.4338,1535864980121735407.6143,73291,2.4336,0.0012,0.0015
24917,87569,62652,22473,2147762833.7265,1536986295149726311.3519,62653,6.0446,0.0015,0.0022
31451,93372,61921,1475,2142094745.3506,1539912553918030298.3219,61922,4.6129,0.0041,0.0009
7296,53312,46016,25687,2150578686.4338,1539815541103036211.2033,46017,4.4894,0.0008,0.0023
21725,120142,98417,18774,2148108395.9784,1546566418669445777.8145,98418,8.8054,0.0019,0.0023
26871,102708,75837,25987,2151833453.0219,1525813770618071695.3398,75838,7.879,0.0013,0.0034
13502,91523,78021,18106,2150145804.1659,1535591988714407265.6186,78022,3.4177,0.0004,0.0025
4265,85945,81680,3059,2156285497.8308,1538848266778338127.0436,81681,7.9152,0.0008,0.0047
10609,76707,66098,32339,2146074897.1688,1537527684427161852.7413,66099,2.6617,0.0019,0.0016
21717,113313,91596,4427,2149874723.6848,1536311822666558207.9979,91597,8.7417,0.0011,0.0018
29351,78969,49618,28258,2142556031.1181,1526863654430718369.9226,49619,10.8747,0.004,0.0012
11748,80231,68483,9299,2147691615.409,1542987497686470671.6976,68484,9.8513,0.0023,0.003
31164,70947,39783,271,2146182612.201,1542399229347482754.6341,39784,3.1194,0.0029,0.0018
7617,19268,11651,3655,2165777396.582,1549146265025321833.4568,11652,11.7311,0.0008,0.0106
8926,81622,72696,28969,2152930990.509,1529156748018970976.7304,72697,7.4347,0.0006,0.0036
2456,51732,49276,30620,2149190950.4401,1523850515342610496.2573,49277,16.7138,0.0038,0.0042
21565,57828,36263,16553,2157528112.536,1535070395239789088.864,36264,9.8303,0.0001,0.0066
26635,71014,44379,26339,2142097018.6614,1538595192998477829.7162,44380,7.0431,0.0037,0.0011
2239,37237,34998,28435,2139384013.3742,1538803975068953477.3255,34999,17.5376,0.0057,0.0018
6021,52769,46748,15469,2165980692.6822,1530982724340060217.9354,46749,27.6388,0.0001,0.0067
27842,91431,63589,26111,2168730712.1905,1545254442325880476.873,63590,30.3245,0,0.0098
26510,42876,16366,23721,2135898192.7893,1538871809369193290.2939,16367,9.1852,0.0079,0.0008
5657,18176,12519,7081,2175734524.7345,1533233082350977717.3254,12520,11.6048,0.0003,0.0128
5498,37775,32277,13909,2140836824.574,1543121726482274647.9991,32278,7.0121,0.0039,0.0008
15448,63405,47957,31752,2145184317.1336,1529197352684597620.7865,47958,4.1648,0.003,0.0017
19583,114441,94858,31988,2147151294.6684,1530530897599959061.3952,94859,21.6451,0.0016,0.002
20516,45557,25041,10625,2156220377.7933,1531473158755662843.282,25042,8.0167,0.0018,0.0046
29279,101406,72127,3533,2144071436.4689,1538324490527076596.1665,72128,3.5725,0.0026,0.0007
22238,93163,70925,18594,2138591351.4,1537475332161101500.1665,70926,23.8817,0.0057,0.0013
18424,106021,87597,17478,2148410045.5269,1544965756427265495.5989,87598,13.8757,0.0017,0.002
8141,60698,52557,2224,2141714017.1954,1523696808370271576.7375,52558,13.8361,0.0052,0.0015
7869,81976,74107,17519,2151459818.655,1536931273071707112.7965,74108,6.041,0.0002,0.0027
7728,102669,94941,7227,2142880586.4248,1541386295311617811.4284,94942,8.874,0.0028,0.0007
3863,41618,37755,21408,2147011448.3338,1556721552148880357.8771,37756,9.9104,0.0045,0.0036
23319,27482,4163,28427,2165311595.8305,1524844579281589083.0899,4164,5.2518,0.0023,0.0109
6025,66429,60404,30427,2151653807.6503,1538263317218493745.5354,60405,3.2181,0.0009,0.003
20160,33847,13687,20949,2149415913.7922,1547450360011938689.7625,13688,7.9112,0.0038,0.0041
10680,19439,8759,12344,2151246149.5164,1553149333610474163.3821,8760,7.0817,0.0039,0.0056
29244,89704,60460,3597,2150856354.6529,1544873483487786687.4664,60461,2.4777,0.0016,0.003
14302,96751,82449,6140,2151457294.6667,1546230150056715163.8294,82450,10.788,0.0013,0.0036
17390,42398,25008,25103,2141105905.5772,1533424396487504319.5772,25009,3.709,0.0066,0.0013
26684,28081,1397,2274,2209118527.7804,1604949438197696451.23,1398,7.3728,0.0072,0.0279
25377,34052,8675,10736,2144619380.908,1536088074638559018.0701,8676,6.4026,0.0049,0.0071
29269,35017,5748,25068,2120902439.0804,1545485162232925823.7323,5749,10.8061,0.0166,0.003
29765,51260,21495,7791,2132392957.4531,1529202677555068462.9624,21496,15.8673,0.0081,0.002
10989,104974,93985,28056,2141379133.0056,1532986517084328409.4549,93986,10.1423,0.0036,0.0002
19650,87499,67849,5465,2146048519.555,1535817653114440100.432,67850,8.2431,0.0023,0.0011
11231,71256,60025,30689,2162684876.6915,1545131134268314028.5294,60026,14.3056,0.0005,0.007
12165,55119,42954,7891,2151012063.491,1537792283700749108.5203,42955,1.8124,0.0006,0.0024
21711,47540,25829,12172,2150201397.2113,1529437012687034439.294,25830,4.7067,0.0022,0.0031
13222,111979,98757,8736,2154871063.1544,1538261998819016283.9542,98758,7.136,0.0005,0.0042
9260,12985,3725,1628,2212606484.4297,1525813460551042478.6943,3726,14.5207,0.0015,0.0269
9901,41762,31861,21641,2162324695.336,1543152188268154036.4836,31862,10.4546,0.0001,0.0066
6635,40224,33589,21103,2147562467.8399,1542733648322985685.0829,33590,11.9205,0.0044,0.004
14801,108132,93331,458,2139825445.2939,1540530908146741299.0134,93332,12.3545,0.004,0.0001
9340,11804,2464,9253,2095596021.9704,1538321199139626082.9983,2465,9.635,0.0226,0.0022
19301,112255,92954,6097,2144540795.6249,1544912709856174359.1568,92955,7.8076,0.003,0.0014
19997,96178,76181,6699,2134713345.5127,1536031127284095512.7394,76182,17.4321,0.0062,0.0002
22692,102267,79575,16928,2154869749.0812,1539211712057787507.1628,79576,18.8032,0.0007,0.0049
30135,129779,99644,7939,2152028844.6878,1529541251237994031.8691,99645,13.0805,0.0013,0.0042
11674,54815,43141,31250,2149514766.0245,1537212872494641097.882,43142,6.7393,0.0014,0.0032
146,65689,65543,3857,2164059789.9853,1534820477391782029.9212,65544,21.9375,0.0003,0.0088
19977,57682,37705,21818,2138328449.5021,1543026402850246249.6823,37706,9.7815,0.0053,0.0009
31383,76812,45429,4836,2149274896.3186,1537288732373121048.3814,45430,3.3616,0.0013,0.0021
24573,115708,91135,12703,2142057529.882,1534206268068949339.4973,91136,6.1786,0.0027,0.0003
32377,33299,922,27444,2186228992.9339,1561654543033763958.831,923,4.2127,0.0044,0.026
147,91090,90943,27041,2145016899.3621,1534338341956890155.4991,90944,5.6922,0.002,0.001
4975,81068,76093,13414,2139614722.0227,1536526158166919926.2782,76094,9.405,0.0033,0.000
25043,108122,83079,14316,2141842358.9378,1537621822249661577.3318,83080,8.6201,0.0031,0.0001
17570,52798,35228,13407,2159396734.4437,1544789572726940264.2482,35229,9.687,0.0013,0.0055
2422,69313,66891,31123,2151208455.1966,1541301574557159959.6958,66892,10.3846,0.0012,0.0044
32147,93664,61517,31033,2149324168.1446,1545855035157078870.0299,61518,20.5584,0.0022,0.0038
15386,91138,75752,17,2138526281.9804,1543076312676024589.2447,75753,17.7843,0.0053,0.0005
7253,86611,79358,19089,2141662062.3374,1538175672297203892.1281,79359,5.9139,0.003,0.0004
18104,104270,86166,32705,2154208739.0629,1531904589845503744.4759,86167,12.5626,0.0005,0.0031
680,79833,79153,8464,2146032984.8198,1537432815595065852.5851,79154,8.486,0.0022,0.0014
25778,76848,51070,11439,2140511619.4917,1525671765425836246.826,51071,9.6468,0.0046,0.0014
15395,78876,63481,27687,2154372889.3931,1542316186329227740.2935,63482,9.9648,0.0007,0.0033
13180,97080,83900,14881,2155736019.6349,1540237446350565102.4914,83901,16.097,0.0006,0.0047
711,23981,23270,32508,2141732355.5421,1537100308277116277.4944,23271,4.9086,0.0037,0.0006
29839,119781,89942,8656,2134367143.1441,1538062129639593242.8466,89943,13.0373,0.0049,0.0001
7248,56270,49022,32553,2143832276.9016,1532114688774957071.6842,49023,4.7336,0.0028,0.0013
7255,34372,27117,21148,2148592681.4802,1533054018614716731.4954,27118,6.721,0.0026,0.0035
12586,18598,6012,6581,2138846747.0951,1510053168674624316.1809,6013,8.4312,0.0115,0.0063
23222,118536,95314,1610,2149749671.6248,1533614290434027738.0718,95315,3.1554,0.0006,0.002
14555,40182,25627,261,2137865206.4124,1525016368428637385.012,25628,3.7344,0.0048,0.0011
9777,30643,20866,9727,2127142913.8114,1544155421427704997.553,20867,12.1496,0.0107,0.0014
22855,85018,62163,1188,2137793657.8217,1528052288296852803.9921,62164,7.2686,0.0049,0.0006
25068,41854,16786,2820,2115440909.8993,1557018554880601006.6837,16787,19.4224,0.0135,0.0006
26320,41311,14991,11606,2152610785.1393,1524549792314151897.0761,14992,8.6263,0.0038,0.0051
16628,73097,56469,2615,2145510317.6476,1533707462246519105.2562,56470,5.5442,0.0024,0.0017
20811,81212,60401,16081,2141940765.1731,1538975658305474525.2556,60402,3.8357,0.003,0.0009
18349,34169,15820,26088,2143359182.3299,1522466032881606573.8912,15821,6.2439,0.0064,0.0045
14516,98554,84038,2531,2147604531.9369,1542913280705413905.159,84039,11.7735,0.0022,0.0019
23599,53281,29682,15456,2136114019.4784,1514618005890902659.643,29683,11.2372,0.0072,0.0023
7418,94292,86874,4228,2142358329.3725,1536780061093906317.5303,86875,7.9404,0.0028,0.0001
29247,83179,53932,24540,2165730277.4543,1535583116616303667.772,53933,16.3857,0.0002,0.007
14672,76556,61884,21458,2147592895.7978,1528690229860935140.7673,61885,7.9498,0.0023,0.0022
9733,67577,57844,15425,2160405245.8839,1542236331927265441.7773,57845,16.1565,0.0001,0.0053
6174,59110,52936,32759,2141526071.956,1533358818494026662.8569,52937,10.7466,0.0049,0.0006
27623,50505,22882,26485,2162216816.7924,1536715060926203706.2364,22883,11.6732,0.0001,0.0082
3406,79281,75875,22056,2159418363.4085,1532566572583766243.8002,75876,12.3049,0.0003,0.0051
14237,53613,39376,31389,2147069231.6857,1553149520610726025.0089,39377,8.5398,0.0051,0.0036
1607,39952,38345,24711,2159199209.8162,1544921675689154360.537,38346,13.0723,0.0006,0.0062
31089,123780,92691,11517,2137684083.2109,1537224489239753103.3106,92692,10.9192,0.0037,0.0002
20823,46979,26156,24367,2137936624.4913,1532986727228015342.1529,26157,3.9812,0.0053,0.0008
22145,109935,87790,21900,2139609428.5506,1537627489365974136.8401,87791,11.5184,0.0037,0.0005
31651,109540,77889,15125,2153596190.1505,1540494625986550217.691,77890,15.6591,0.0013,0.0056
5311,49454,44143,25160,2146710659.7211,1536969692557220255.3486,44144,7.5552,0.0018,0.0017
6289,73055,66766,32521,2131992736.6899,1536666227594124959.7961,66767,14.4801,0.0065,0.0003
25617,73722,48105,24043,2149049214.6399,1541538271111073892.6898,48106,3.1702,0.0016,0.0027
5184,100233,95049,13701,2151672609.6257,1539324258290105732.4421,95050,6.0735,0.0003,0.0022
22437,55945,33508,21104,2149618954.8004,1539521095814884791.4684,33509,16.5417,0.0033,0.0046
5173,35459,30286,26219,2150708488.8531,1544688179062985120.2628,30287,17.4103,0.0032,0.0045
10121,21804,11683,24328,2136025427.5103,1539507031743627575.253,11684,4.4769,0.0068,0.0014
23253,90255,67002,3028,2147049382.7795,1544912828714863707.5303,67003,9.4058,0.0026,0.0021
16156,106834,90678,27745,2150889043.1809,1538581430985516197.2522,90679,6.5311,0.0008,0.0029
9388,86704,77316,25929,2155239669.1108,1538086746359422036.6386,77317,7.7436,0.000,0.0037
22794,88730,65936,22968,2136649353.2519,1540637542639551599.882,65937,7.8975,0.0047,0.0005
6239,104444,98205,14083,2155687512.3509,1533454214983158868.1001,98206,8.3005,0.0004,0.0035
29532,50762,21230,16248,2152868056.4034,1548614313716795966.9834,21231,3.1455,0.0021,0.0056
2940,73039,70099,9203,2154931148.5092,1521730950190534575.6613,70100,15.3122,0.0016,0.0044
30649,59761,29112,12763,2149451351.702,1533675352459474463.5676,29113,6.5711,0.0031,0.0036
30372,66619,36247,18883,2145199076.7876,1536435358799409226.6407,36248,2.2904,0.002,0.0013
30786,104282,73496,1733,2143292184.1176,1539517219751842771.0761,73497,5.4028,0.0022,0.0003
16029,114340,98311,4449,2154762373.9051,1539624875496501836.2278,98312,12.1507,0.0001,0.0038
7730,20855,13125,5612,2118620566.225,1554066852580566447.6854,13126,20.9006,0.0144,0.0032
26287,50730,24443,18528,2125611680.276,1534907358156934990.1286,24444,17.4876,0.0108,0.0009
22776,62818,40042,9846,2138164070.7473,1538424486814902849.0082,40043,7.3814,0.0043,0.0003
15401,79472,64071,23604,2159830142.0499,1530998777625613389.1483,64072,19.9167,0,0.0063
12635,70824,58189,27837,2146029719.815,1532162717739791754.0929,58190,13.2495,0.0032,0.0017
2627,61680,59053,22121,2157331011.2935,1531204987357040821.6155,59054,12.7346,0.0003,0.0048
16898,86530,69632,14947,2145633790.9539,1544451458167521216.1762,69633,7.642,0.0026,0.0017
3872,88416,84544,16153,2150194954.8953,1539628700829349005.8553,84545,4.8955,0.0008,0.0021
12825,59952,47127,10114,2144729185.5428,1550775680219803533.9297,47128,7.7377,0.0039,0.0022
31431,78546,47115,28475,2162909788.0793,1532289343982471476.2606,47116,24.116,0.000,0.0072
16452,30437,13985,27979,2147355501.5172,1540779974732738851.4149,13986,8.7694,0.0051,0.0039
9674,10460,786,9558,2281381566.4917,1546636953582791648.5422,787,22.9192,0.0071,0.0694
20054,72382,52328,6781,2150669937.5766,1536333527175216036.7561,52329,8.6263,0.0011,0.0025
17549,78239,60690,12559,2142856847.4022,1534385603873790066.1413,60691,11.6403,0.0033,0.0016
1951,49860,47909,3429,2143759713.1479,1541267569474122914.8063,47910,8.2488,0.003,0.0017
5616,13768,8152,2286,2131599199.9708,1536711728581028326.5126,8153,11.5791,0.0081,0.0018
4598,67157,62559,32134,2143409273.6524,1542875085420625299.1628,62560,10.1967,0.0039,0.0012
15134,25133,9999,21445,2120019569.5704,1509889379224589805.2082,10000,22.3132,0.0175,0.0013
32256,56102,23846,21931,2147104430.8738,1551179529638476936.9967,23847,11.9761,0.005,0.0042
91,77802,77711,10064,2153345110.8827,1543025622544504073.7978,77712,4.5607,0.0006,0.0027
5981,105560,99579,31329,2138164329.7723,1534001563622481042.8411,99580,10.0661,0.0036,0.000
15763,35610,19847,17657,2148282767.6935,1556825320798101258.5616,19848,12.2338,0.0044,0.0055
3444,35288,31844,28979,2149753757.9217,1560239082407602733.0078,31845,19.7631,0.0051,0.0064
28684,82339,53655,24294,2148685675.175,1540450356455576697.6168,53656,5.2051,0.0012,0.0017
8919,101789,92870,29556,2139392301.3059,1539647957888435121.0827,92871,10.2226,0.0036,0.0001
4004,74428,70424,30281,2152412530.9933,1547816026242802940.0484,70425,14.1677,0.0019,0.0032
20853,75022,54169,13229,2130072852.0467,1532134968573427077.8634,54170,26.5761,0.0066,0.000
16482,66645,50163,10319,2151342888.9501,1539899663198437839.6351,50164,7.7019,0.0017,0.0036
32274,35718,3444,4565,2200273826.4705,1542224229535254218.9307,3445,9.6211,0.0017,0.024
22921,108563,85642,2656,2141804339.843,1546254607719103904.8738,85643,12.0501,0.0034,0.0012
23655,33921,10266,9990,2140796590.5219,1538710262932002274.3121,10267,7.537,0.0065,0.0027
